Attrition,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,Top_Attrition_Reasons
1,20,2,8,2044,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,21,1,6,2693,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,0,6586,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,2,8,3294,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,22,1,4,4171,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,41,1,2,2778,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,2377,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,39,1,2,2404,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,6,2318,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,2,2008,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,2,7,6244,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,6,2799,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,58,1,0,10552,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,8,2329,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,0,4014,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,49,1,2,7403,26,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,48,1,6,2259,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,7,6932,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,6,4678,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,5,13582,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,2332,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,25,2,8,2413,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,7,9705,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,2,7,4294,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,2,4721,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,2,2519,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,19,2,8,2121,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,20,1,2,2973,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,0,5855,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,6,3617,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,4,6725,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,36,2,7,10325,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,0,6949,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,37,2,7,10609,14,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,2,4447,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,2,8,2157,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,4601,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,1,3,17099,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,58,1,6,2479,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,53,2,3,14852,17,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,7264,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,5666,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,7823,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,2,7,7880,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,40,2,7,13194,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,1,4,5067,19,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,2,7,5079,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,31,1,6,2321,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,2,3,17444,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,29,1,6,2404,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,6,3452,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,2,2270,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,5,17399,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,0,5488,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,5,19419,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,2,2811,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,2,3633,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,47,2,7,4163,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,30,1,6,2132,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,4,13973,12,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,6,2684,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,4,10845,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,24,1,4,4377,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,35,1,2,3743,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,1,4,4148,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,18,1,6,1051,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,54,1,4,10739,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,0,10388,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,5,11416,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,20,1,6,2600,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,30,1,2,2422,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,4,5472,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,22,1,2,2451,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,48,1,0,4240,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,48,1,0,10999,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,4,5003,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,4,12742,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,4,4227,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,2,3917,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,2,3,18303,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,2,2380,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,59,1,4,13726,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,37,1,0,4777,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,0,6385,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,5,19973,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,6861,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,2,7,4969,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,52,2,3,19845,32,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,44,2,7,13320,12,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,2,7,6347,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,36,1,2,2743,17,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,4,10880,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,2,8,2342,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,2,3,17650,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,4025,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,2,7,9725,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,59,2,3,11904,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,0,1,2177,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,53,2,7,7525,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,36,1,2,4834,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,1,6,2042,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,2,8,2220,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,2,8,1052,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,6,2821,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,5,19237,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,0,4107,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,7,8396,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,6,2007,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,5,19627,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,54,2,7,10686,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,56,1,6,2942,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,4,8858,14,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,3,16756,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,2,7,10798,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,20,2,8,2323,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,21,1,2,1416,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,6,4615,16,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,51,1,6,2461,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,28,1,0,8722,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,2,3955,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,4,9957,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,6,3376,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,1,0,8823,19,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,0,10322,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,2,4621,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,55,1,4,10976,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,3660,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,44,0,1,10482,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,1,0,7119,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,35,2,7,9582,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,6,4508,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,2,2207,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,0,7756,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,2,7,6694,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,25,1,2,3691,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,26,1,2,2377,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,1,6,2313,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,3,17665,22,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,28,1,2,2596,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,50,2,7,4728,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,2,7,4302,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,6,2979,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,48,1,3,16885,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,2,7,5593,15,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,52,1,0,10445,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,8740,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,6,2514,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,4,7655,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,2,3,17465,12,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,2,7,7351,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,43,1,4,10820,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,39,1,0,12169,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,5,19626,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,21,1,6,2070,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,39,1,2,6782,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,4,7779,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,31,2,8,2791,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,3201,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,4968,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,49,2,7,13120,9,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,4,4033,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,6,3291,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,1,2,4272,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,4,5056,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,38,0,1,2844,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,6,2703,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,18,1,2,1904,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,33,2,7,8224,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,41,1,2,4766,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,31,1,2,2610,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,0,5731,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,27,1,6,2539,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,2,7,5714,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,0,1,4323,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,29,2,7,7336,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,5,13499,18,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,42,2,7,13758,21,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,2,7,5155,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,2,2258,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,24,1,2,3597,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,28,1,2,2515,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,26,1,2,4420,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,6578,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,1,6,4422,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,4,10274,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,34,1,0,5343,13,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,1,2,2376,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,43,2,7,5346,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,2,8,2827,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,56,1,3,19943,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,2,3131,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,19,1,6,2552,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,45,1,6,4477,3,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,37,1,4,6474,14,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,20,1,2,3033,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,44,1,6,2936,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,53,1,3,18606,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,29,1,6,2168,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,22,1,6,2853,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,2,3,17048,26,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,44,1,6,2290,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,0,1,3600,5,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,41,1,6,2107,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,2,7,4115,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,40,2,7,4327,0,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,50,1,3,17856,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,28,1,2,3196,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,5,19081,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,35,2,7,8966,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
1,24,1,2,2210,1,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,33,2,7,4539,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,2,2741,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,30,1,2,3491,10,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,44,1,6,4541,20,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,20,2,8,2678,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,46,1,4,7379,6,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,42,0,1,6272,4,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,60,2,7,5220,11,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,2,2743,2,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,32,1,6,4998,8,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
0,36,1,4,10252,7,"StockOptionLevel, JobSatisfaction, MonthlyIncome, JobInvolvement, EnvironmentSatisfaction"
